case_id,video,query_id,template,query,method,true_concept1,true_concept2,parsed_concepts,routeable,parser_success,route,selected_indices,fscore,exact_fscore,query_relevance_or,query_relevance_and
P01:Book_Sun:focus_unseen,P01,Book_Sun,focus_unseen,请围绕书与太阳整理视频中的精华内容。,LLM-Parsed,Book,Sun,"[""Book"", ""Sun""]",True,True,intent_selector,"[474, 480, 550, 552, 568, 577, 631, 632, 633, 825, 826, 828, 830, 864, 879, 882, 884, 885, 915, 916, 917, 919, 920, 924, 1058, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1067, 1146, 1261, 1383, 1384, 1391, 1392, 1396, 1399, 1411, 1413, 1467, 1479, 1519, 1524, 1713, 1900, 1922, 1961, 1972, 2499, 2612]",0.4395032291258707,0.050314465408805034,0.45454545454545453,0.0
P01:Book_Sun:focus_unseen,P01,Book_Sun,focus_unseen,请围绕书与太阳整理视频中的精华内容。,Rule-Parsed,Book,Sun,"[""Book"", ""Sun""]",True,True,intent_selector,"[474, 480, 550, 552, 568, 577, 631, 632, 633, 825, 826, 828, 830, 864, 879, 882, 884, 885, 915, 916, 917, 919, 920, 924, 1058, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1067, 1146, 1261, 1383, 1384, 1391, 1392, 1396, 1399, 1411, 1413, 1467, 1479, 1519, 1524, 1713, 1900, 1922, 1961, 1972, 2499, 2612]",0.4395032291258707,0.050314465408805034,0.45454545454545453,0.0
P01:Book_Sun:focus_unseen,P01,Book_Sun,focus_unseen,请围绕书与太阳整理视频中的精华内容。,No-Intent-Visual,Book,Sun,[],False,False,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4339844990788387,0.012578616352201259,0.2727272727272727,0.0
P01:Book_Sun:question_unseen,P01,Book_Sun,question_unseen,在整段视频里，哪些画面和书以及太阳最相关？请给出关键帧。,Oracle-Intent,Book,Sun,"[""Book"", ""Sun""]",True,True,intent_selector,"[474, 480, 550, 552, 568, 577, 631, 632, 633, 825, 826, 828, 830, 864, 879, 882, 884, 885, 915, 916, 917, 919, 920, 924, 1058, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1067, 1146, 1261, 1383, 1384, 1391, 1392, 1396, 1399, 1411, 1413, 1467, 1479, 1519, 1524, 1713, 1900, 1922, 1961, 1972, 2499, 2612]",0.4395032291258707,0.050314465408805034,0.45454545454545453,0.0
P01:Book_Sun:question_unseen,P01,Book_Sun,question_unseen,在整段视频里，哪些画面和书以及太阳最相关？请给出关键帧。,LLM-Parsed,Book,Sun,"[""Book"", ""Sun""]",True,True,intent_selector,"[474, 480, 550, 552, 568, 577, 631, 632, 633, 825, 826, 828, 830, 864, 879, 882, 884, 885, 915, 916, 917, 919, 920, 924, 1058, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1067, 1146, 1261, 1383, 1384, 1391, 1392, 1396, 1399, 1411, 1413, 1467, 1479, 1519, 1524, 1713, 1900, 1922, 1961, 1972, 2499, 2612]",0.4395032291258707,0.050314465408805034,0.45454545454545453,0.0
P01:Book_Sun:question_unseen,P01,Book_Sun,question_unseen,在整段视频里，哪些画面和书以及太阳最相关？请给出关键帧。,Rule-Parsed,Book,Sun,"[""Book"", ""Sun""]",True,True,intent_selector,"[474, 480, 550, 552, 568, 577, 631, 632, 633, 825, 826, 828, 830, 864, 879, 882, 884, 885, 915, 916, 917, 919, 920, 924, 1058, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1067, 1146, 1261, 1383, 1384, 1391, 1392, 1396, 1399, 1411, 1413, 1467, 1479, 1519, 1524, 1713, 1900, 1922, 1961, 1972, 2499, 2612]",0.4395032291258707,0.050314465408805034,0.45454545454545453,0.0
P01:Book_Sun:question_unseen,P01,Book_Sun,question_unseen,在整段视频里，哪些画面和书以及太阳最相关？请给出关键帧。,No-Intent-Visual,Book,Sun,[],False,False,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4339844990788387,0.012578616352201259,0.2727272727272727,0.0
P01:Book_Sun:implicit_unseen,P01,Book_Sun,implicit_unseen,别的内容可以省略，只保留涉及书、太阳的部分。,Oracle-Intent,Book,Sun,"[""Book"", ""Sun""]",True,True,intent_selector,"[474, 480, 550, 552, 568, 577, 631, 632, 633, 825, 826, 828, 830, 864, 879, 882, 884, 885, 915, 916, 917, 919, 920, 924, 1058, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1067, 1146, 1261, 1383, 1384, 1391, 1392, 1396, 1399, 1411, 1413, 1467, 1479, 1519, 1524, 1713, 1900, 1922, 1961, 1972, 2499, 2612]",0.4395032291258707,0.050314465408805034,0.45454545454545453,0.0
P01:Book_Sun:implicit_unseen,P01,Book_Sun,implicit_unseen,别的内容可以省略，只保留涉及书、太阳的部分。,LLM-Parsed,Book,Sun,"[""Book"", ""Sun""]",True,True,intent_selector,"[474, 480, 550, 552, 568, 577, 631, 632, 633, 825, 826, 828, 830, 864, 879, 882, 884, 885, 915, 916, 917, 919, 920, 924, 1058, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1067, 1146, 1261, 1383, 1384, 1391, 1392, 1396, 1399, 1411, 1413, 1467, 1479, 1519, 1524, 1713, 1900, 1922, 1961, 1972, 2499, 2612]",0.4395032291258707,0.050314465408805034,0.45454545454545453,0.0
P01:Book_Sun:implicit_unseen,P01,Book_Sun,implicit_unseen,别的内容可以省略，只保留涉及书、太阳的部分。,Rule-Parsed,Book,Sun,"[""Book"", ""Sun""]",True,True,intent_selector,"[474, 480, 550, 552, 568, 577, 631, 632, 633, 825, 826, 828, 830, 864, 879, 882, 884, 885, 915, 916, 917, 919, 920, 924, 1058, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1067, 1146, 1261, 1383, 1384, 1391, 1392, 1396, 1399, 1411, 1413, 1467, 1479, 1519, 1524, 1713, 1900, 1922, 1961, 1972, 2499, 2612]",0.4395032291258707,0.050314465408805034,0.45454545454545453,0.0
P01:Book_Sun:implicit_unseen,P01,Book_Sun,implicit_unseen,别的内容可以省略，只保留涉及书、太阳的部分。,No-Intent-Visual,Book,Sun,[],False,False,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4339844990788387,0.012578616352201259,0.2727272727272727,0.0
P01:Book_Tree:focus_unseen,P01,Book_Tree,focus_unseen,请围绕书与树整理视频中的精华内容。,Oracle-Intent,Book,Tree,"[""Book"", ""Tree""]",True,True,intent_selector,"[471, 475, 551, 552, 554, 557, 559, 563, 564, 573, 575, 577, 879, 915, 916, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1383, 1385, 1387, 1388, 1389, 1390, 1391, 1392, 1394, 1396, 1399, 1400, 1402, 1403, 1404, 1405, 1406, 1407, 1408, 1409, 1410, 1411, 1413, 1424, 1462, 1463, 1464, 1467, 1468, 1469, 1479, 1488]",0.3694383898929354,0.06818181818181819,0.9636363636363636,0.0
P01:Book_Tree:focus_unseen,P01,Book_Tree,focus_unseen,请围绕书与树整理视频中的精华内容。,LLM-Parsed,Book,Tree,"[""Book"", ""Tree""]",True,True,intent_selector,"[471, 475, 551, 552, 554, 557, 559, 563, 564, 573, 575, 577, 879, 915, 916, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1383, 1385, 1387, 1388, 1389, 1390, 1391, 1392, 1394, 1396, 1399, 1400, 1402, 1403, 1404, 1405, 1406, 1407, 1408, 1409, 1410, 1411, 1413, 1424, 1462, 1463, 1464, 1467, 1468, 1469, 1479, 1488]",0.3694383898929354,0.06818181818181819,0.9636363636363636,0.0
P01:Book_Tree:focus_unseen,P01,Book_Tree,focus_unseen,请围绕书与树整理视频中的精华内容。,Rule-Parsed,Book,Tree,"[""Book"", ""Tree""]",True,True,intent_selector,"[471, 475, 551, 552, 554, 557, 559, 563, 564, 573, 575, 577, 879, 915, 916, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1383, 1385, 1387, 1388, 1389, 1390, 1391, 1392, 1394, 1396, 1399, 1400, 1402, 1403, 1404, 1405, 1406, 1407, 1408, 1409, 1410, 1411, 1413, 1424, 1462, 1463, 1464, 1467, 1468, 1469, 1479, 1488]",0.3694383898929354,0.06818181818181819,0.9636363636363636,0.0
P01:Book_Tree:focus_unseen,P01,Book_Tree,focus_unseen,请围绕书与树整理视频中的精华内容。,No-Intent-Visual,Book,Tree,[],False,False,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.40820256132756144,0.04545454545454545,0.34545454545454546,0.0
P01:Book_Tree:question_unseen,P01,Book_Tree,question_unseen,在整段视频里，哪些画面和书以及树最相关？请给出关键帧。,Oracle-Intent,Book,Tree,"[""Book"", ""Tree""]",True,True,intent_selector,"[471, 475, 551, 552, 554, 557, 559, 563, 564, 573, 575, 577, 879, 915, 916, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1383, 1385, 1387, 1388, 1389, 1390, 1391, 1392, 1394, 1396, 1399, 1400, 1402, 1403, 1404, 1405, 1406, 1407, 1408, 1409, 1410, 1411, 1413, 1424, 1462, 1463, 1464, 1467, 1468, 1469, 1479, 1488]",0.3694383898929354,0.06818181818181819,0.9636363636363636,0.0
P01:Book_Tree:question_unseen,P01,Book_Tree,question_unseen,在整段视频里，哪些画面和书以及树最相关？请给出关键帧。,LLM-Parsed,Book,Tree,"[""Book"", ""Tree""]",True,True,intent_selector,"[471, 475, 551, 552, 554, 557, 559, 563, 564, 573, 575, 577, 879, 915, 916, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1383, 1385, 1387, 1388, 1389, 1390, 1391, 1392, 1394, 1396, 1399, 1400, 1402, 1403, 1404, 1405, 1406, 1407, 1408, 1409, 1410, 1411, 1413, 1424, 1462, 1463, 1464, 1467, 1468, 1469, 1479, 1488]",0.3694383898929354,0.06818181818181819,0.9636363636363636,0.0
P01:Book_Tree:question_unseen,P01,Book_Tree,question_unseen,在整段视频里，哪些画面和书以及树最相关？请给出关键帧。,Rule-Parsed,Book,Tree,"[""Book"", ""Tree""]",True,True,intent_selector,"[471, 475, 551, 552, 554, 557, 559, 563, 564, 573, 575, 577, 879, 915, 916, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1383, 1385, 1387, 1388, 1389, 1390, 1391, 1392, 1394, 1396, 1399, 1400, 1402, 1403, 1404, 1405, 1406, 1407, 1408, 1409, 1410, 1411, 1413, 1424, 1462, 1463, 1464, 1467, 1468, 1469, 1479, 1488]",0.3694383898929354,0.06818181818181819,0.9636363636363636,0.0
P01:Book_Tree:question_unseen,P01,Book_Tree,question_unseen,在整段视频里，哪些画面和书以及树最相关？请给出关键帧。,No-Intent-Visual,Book,Tree,[],False,False,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.40820256132756144,0.04545454545454545,0.34545454545454546,0.0
P01:Book_Tree:implicit_unseen,P01,Book_Tree,implicit_unseen,别的内容可以省略，只保留涉及书、树的部分。,Oracle-Intent,Book,Tree,"[""Book"", ""Tree""]",True,True,intent_selector,"[471, 475, 551, 552, 554, 557, 559, 563, 564, 573, 575, 577, 879, 915, 916, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1383, 1385, 1387, 1388, 1389, 1390, 1391, 1392, 1394, 1396, 1399, 1400, 1402, 1403, 1404, 1405, 1406, 1407, 1408, 1409, 1410, 1411, 1413, 1424, 1462, 1463, 1464, 1467, 1468, 1469, 1479, 1488]",0.3694383898929354,0.06818181818181819,0.9636363636363636,0.0
P01:Book_Tree:implicit_unseen,P01,Book_Tree,implicit_unseen,别的内容可以省略，只保留涉及书、树的部分。,LLM-Parsed,Book,Tree,"[""Book"", ""Tree""]",True,True,intent_selector,"[471, 475, 551, 552, 554, 557, 559, 563, 564, 573, 575, 577, 879, 915, 916, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1383, 1385, 1387, 1388, 1389, 1390, 1391, 1392, 1394, 1396, 1399, 1400, 1402, 1403, 1404, 1405, 1406, 1407, 1408, 1409, 1410, 1411, 1413, 1424, 1462, 1463, 1464, 1467, 1468, 1469, 1479, 1488]",0.3694383898929354,0.06818181818181819,0.9636363636363636,0.0
P01:Book_Tree:implicit_unseen,P01,Book_Tree,implicit_unseen,别的内容可以省略，只保留涉及书、树的部分。,Rule-Parsed,Book,Tree,"[""Book"", ""Tree""]",True,True,intent_selector,"[471, 475, 551, 552, 554, 557, 559, 563, 564, 573, 575, 577, 879, 915, 916, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1383, 1385, 1387, 1388, 1389, 1390, 1391, 1392, 1394, 1396, 1399, 1400, 1402, 1403, 1404, 1405, 1406, 1407, 1408, 1409, 1410, 1411, 1413, 1424, 1462, 1463, 1464, 1467, 1468, 1469, 1479, 1488]",0.3694383898929354,0.06818181818181819,0.9636363636363636,0.0
P01:Book_Tree:implicit_unseen,P01,Book_Tree,implicit_unseen,别的内容可以省略，只保留涉及书、树的部分。,No-Intent-Visual,Book,Tree,[],False,False,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.40820256132756144,0.04545454545454545,0.34545454545454546,0.0
P01:Building_Petsanimal:focus_unseen,P01,Building_Petsanimal,focus_unseen,请围绕建筑与宠物或动物整理视频中的精华内容。,Oracle-Intent,Building,Petsanimal,"[""Building"", ""Petsanimal""]",True,True,intent_selector,"[469, 471, 475, 509, 548, 549, 550, 551, 552, 559, 570, 577, 579, 581, 582, 583, 1365, 1368, 1369, 1371, 1372, 1376, 1382, 1383, 1391, 1392, 1393, 1396, 1399, 1406, 1407, 1408, 1409, 1411, 1491, 1496, 1508, 1509, 1510, 1513, 1515, 1517, 1519, 1521, 1522, 1523, 1524, 1525, 1526, 1529, 1739, 1866, 1948, 2205, 2612]",0.3965193168801417,0.16494845360824742,0.6727272727272727,0.0
P01:Building_Petsanimal:focus_unseen,P01,Building_Petsanimal,focus_unseen,请围绕建筑与宠物或动物整理视频中的精华内容。,LLM-Parsed,Building,Petsanimal,"[""Building"", ""Petsanimal""]",True,True,intent_selector,"[469, 471, 475, 509, 548, 549, 550, 551, 552, 559, 570, 577, 579, 581, 582, 583, 1365, 1368, 1369, 1371, 1372, 1376, 1382, 1383, 1391, 1392, 1393, 1396, 1399, 1406, 1407, 1408, 1409, 1411, 1491, 1496, 1508, 1509, 1510, 1513, 1515, 1517, 1519, 1521, 1522, 1523, 1524, 1525, 1526, 1529, 1739, 1866, 1948, 2205, 2612]",0.3965193168801417,0.16494845360824742,0.6727272727272727,0.0
P01:Building_Petsanimal:focus_unseen,P01,Building_Petsanimal,focus_unseen,请围绕建筑与宠物或动物整理视频中的精华内容。,Rule-Parsed,Building,Petsanimal,"[""Building"", ""Petsanimal""]",True,True,intent_selector,"[469, 471, 475, 509, 548, 549, 550, 551, 552, 559, 570, 577, 579, 581, 582, 583, 1365, 1368, 1369, 1371, 1372, 1376, 1382, 1383, 1391, 1392, 1393, 1396, 1399, 1406, 1407, 1408, 1409, 1411, 1491, 1496, 1508, 1509, 1510, 1513, 1515, 1517, 1519, 1521, 1522, 1523, 1524, 1525, 1526, 1529, 1739, 1866, 1948, 2205, 2612]",0.3965193168801417,0.16494845360824742,0.6727272727272727,0.0
P01:Building_Petsanimal:focus_unseen,P01,Building_Petsanimal,focus_unseen,请围绕建筑与宠物或动物整理视频中的精华内容。,No-Intent-Visual,Building,Petsanimal,[],False,False,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.3533505154639176,0.041237113402061855,0.14545454545454545,0.0
P01:Building_Petsanimal:question_unseen,P01,Building_Petsanimal,question_unseen,在整段视频里，哪些画面和建筑以及宠物或动物最相关？请给出关键帧。,Oracle-Intent,Building,Petsanimal,"[""Building"", ""Petsanimal""]",True,True,intent_selector,"[469, 471, 475, 509, 548, 549, 550, 551, 552, 559, 570, 577, 579, 581, 582, 583, 1365, 1368, 1369, 1371, 1372, 1376, 1382, 1383, 1391, 1392, 1393, 1396, 1399, 1406, 1407, 1408, 1409, 1411, 1491, 1496, 1508, 1509, 1510, 1513, 1515, 1517, 1519, 1521, 1522, 1523, 1524, 1525, 1526, 1529, 1739, 1866, 1948, 2205, 2612]",0.3965193168801417,0.16494845360824742,0.6727272727272727,0.0
