video,query_id,concept1,concept2,case_id,style,variant_index,query,expected_goal,expected_constraints,expected_output_format,corpus_status,seed,method,parsed_goal,parsed_focus,parsed_concepts,parsed_constraints,parsed_output_format,goal_correct,routeable,intent_correct,constraint_correct,constraint_count,format_correct,route,selected_indices,fscore,exact_fscore,query_relevance_or,query_relevance_and
P01,Book_Street,Book,Street,P01:Book_Street:indirect_exclusion,indirect_exclusion,,我不需要完整概览，只想确认视频里哪些片段同时能看到装订成册并供人阅读的纸张集合以及建筑之间供车辆和行人通行的路面。,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,Rule-Canonical-Lexicon,semantic_extract,"[""书"", ""街道""]","[""Building""]",{},video,True,False,False,,0,,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4200734261958751,0.0272108843537415,0.34545454545454546,0.0
P01,Book_Street,Book,Street,P01:Book_Street:indirect_exclusion,indirect_exclusion,,我不需要完整概览，只想确认视频里哪些片段同时能看到装订成册并供人阅读的纸张集合以及建筑之间供车辆和行人通行的路面。,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,No-Intent-Visual,semantic_extract,"[""书"", ""街道""]",[],{},video,True,False,False,,0,,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4200734261958751,0.0272108843537415,0.34545454545454546,0.0
P01,Book_Street,Book,Street,P01:Book_Street:unpunctuated_chat,unpunctuated_chat,,麻烦帮我找下纸质读物还有城市道路有关的画面就行不用整段视频,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,Oracle-Intent,semantic_extract,"[""书"", ""街道""]","[""Book"", ""Street""]",{},video,True,True,True,,0,,intent_selector,"[471, 475, 481, 552, 556, 557, 558, 559, 563, 564, 571, 573, 575, 879, 1059, 1061, 1062, 1066, 1371, 1376, 1377, 1378, 1383, 1385, 1387, 1388, 1389, 1390, 1391, 1392, 1396, 1399, 1402, 1404, 1405, 1406, 1407, 1409, 1410, 1411, 1413, 1417, 1421, 1424, 1437, 1459, 1462, 1463, 1464, 1467, 1468, 1469, 1470, 1479, 1488]",0.39331243208794225,0.04081632653061224,0.8545454545454545,0.0
P01,Book_Street,Book,Street,P01:Book_Street:unpunctuated_chat,unpunctuated_chat,,麻烦帮我找下纸质读物还有城市道路有关的画面就行不用整段视频,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,LLM-Ontology,semantic_extract,"[""书"", ""街道""]","[""Book"", ""Street""]",{},video,True,True,True,,0,,intent_selector,"[471, 475, 481, 552, 556, 557, 558, 559, 563, 564, 571, 573, 575, 879, 1059, 1061, 1062, 1066, 1371, 1376, 1377, 1378, 1383, 1385, 1387, 1388, 1389, 1390, 1391, 1392, 1396, 1399, 1402, 1404, 1405, 1406, 1407, 1409, 1410, 1411, 1413, 1417, 1421, 1424, 1437, 1459, 1462, 1463, 1464, 1467, 1468, 1469, 1470, 1479, 1488]",0.39331243208794225,0.04081632653061224,0.8545454545454545,0.0
P01,Book_Street,Book,Street,P01:Book_Street:unpunctuated_chat,unpunctuated_chat,,麻烦帮我找下纸质读物还有城市道路有关的画面就行不用整段视频,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,Rule-Canonical-Lexicon,semantic_extract,"[""书"", ""街道""]",[],{},video,True,False,False,,0,,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4200734261958751,0.0272108843537415,0.34545454545454546,0.0
P01,Book_Street,Book,Street,P01:Book_Street:unpunctuated_chat,unpunctuated_chat,,麻烦帮我找下纸质读物还有城市道路有关的画面就行不用整段视频,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,No-Intent-Visual,semantic_extract,"[""书"", ""街道""]",[],{},video,True,False,False,,0,,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4200734261958751,0.0272108843537415,0.34545454545454546,0.0
P01,Book_Street,Book,Street,P01:Book_Street:code_switch,code_switch,,只保留跟 Book 和 Street 有关的镜头，输出关键帧。,semantic_extract,{},images,researcher-simulated stress-test corpus; not real-user data,20260720,Oracle-Intent,semantic_extract,"[""书"", ""街道""]","[""Book"", ""Street""]","{""output_format"": ""images""}",images,True,True,True,,0,True,intent_selector,"[471, 475, 481, 552, 556, 557, 558, 559, 563, 564, 571, 573, 575, 879, 1059, 1061, 1062, 1066, 1371, 1376, 1377, 1378, 1383, 1385, 1387, 1388, 1389, 1390, 1391, 1392, 1396, 1399, 1402, 1404, 1405, 1406, 1407, 1409, 1410, 1411, 1413, 1417, 1421, 1424, 1437, 1459, 1462, 1463, 1464, 1467, 1468, 1469, 1470, 1479, 1488]",0.39331243208794225,0.04081632653061224,0.8545454545454545,0.0
P01,Book_Street,Book,Street,P01:Book_Street:code_switch,code_switch,,只保留跟 Book 和 Street 有关的镜头，输出关键帧。,semantic_extract,{},images,researcher-simulated stress-test corpus; not real-user data,20260720,LLM-Ontology,semantic_extract,"[""书"", ""街道""]","[""Book"", ""Street""]","{""output_format"": ""images""}",images,True,True,True,,0,True,intent_selector,"[471, 475, 481, 552, 556, 557, 558, 559, 563, 564, 571, 573, 575, 879, 1059, 1061, 1062, 1066, 1371, 1376, 1377, 1378, 1383, 1385, 1387, 1388, 1389, 1390, 1391, 1392, 1396, 1399, 1402, 1404, 1405, 1406, 1407, 1409, 1410, 1411, 1413, 1417, 1421, 1424, 1437, 1459, 1462, 1463, 1464, 1467, 1468, 1469, 1470, 1479, 1488]",0.39331243208794225,0.04081632653061224,0.8545454545454545,0.0
P01,Book_Street,Book,Street,P01:Book_Street:code_switch,code_switch,,只保留跟 Book 和 Street 有关的镜头，输出关键帧。,semantic_extract,{},images,researcher-simulated stress-test corpus; not real-user data,20260720,Rule-Canonical-Lexicon,semantic_extract,"[""书"", ""街道""]",[],"{""output_format"": ""images""}",images,True,False,False,,0,True,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4200734261958751,0.0272108843537415,0.34545454545454546,0.0
P01,Book_Street,Book,Street,P01:Book_Street:code_switch,code_switch,,只保留跟 Book 和 Street 有关的镜头，输出关键帧。,semantic_extract,{},images,researcher-simulated stress-test corpus; not real-user data,20260720,No-Intent-Visual,semantic_extract,"[""书"", ""街道""]",[],"{""output_format"": ""images""}",images,True,False,False,,0,True,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4200734261958751,0.0272108843537415,0.34545454545454546,0.0
P01,Book_Street,Book,Street,P01:Book_Street:explicit_constraint,explicit_constraint,0.0,把纸质读物和城市道路相关内容整理成12张关键帧图片。,semantic_extract,{'frame_count': 12},images,researcher-simulated stress-test corpus; not real-user data,20260720,Oracle-Intent,semantic_extract,"[""书"", ""街道""]","[""Book"", ""Street""]","{""frame_count"": 12}",images,True,True,True,True,1,True,intent_selector,"[471, 475, 481, 552, 556, 557, 558, 559, 563, 564, 571, 573, 575, 879, 1059, 1061, 1062, 1066, 1371, 1376, 1377, 1378, 1383, 1385, 1387, 1388, 1389, 1390, 1391, 1392, 1396, 1399, 1402, 1404, 1405, 1406, 1407, 1409, 1410, 1411, 1413, 1417, 1421, 1424, 1437, 1459, 1462, 1463, 1464, 1467, 1468, 1469, 1470, 1479, 1488]",0.39331243208794225,0.04081632653061224,0.8545454545454545,0.0
P01,Book_Street,Book,Street,P01:Book_Street:explicit_constraint,explicit_constraint,0.0,把纸质读物和城市道路相关内容整理成12张关键帧图片。,semantic_extract,{'frame_count': 12},images,researcher-simulated stress-test corpus; not real-user data,20260720,LLM-Ontology,semantic_extract,"[""书"", ""街道""]","[""Book"", ""Street""]","{""frame_count"": 12}",images,True,True,True,True,1,True,intent_selector,"[471, 475, 481, 552, 556, 557, 558, 559, 563, 564, 571, 573, 575, 879, 1059, 1061, 1062, 1066, 1371, 1376, 1377, 1378, 1383, 1385, 1387, 1388, 1389, 1390, 1391, 1392, 1396, 1399, 1402, 1404, 1405, 1406, 1407, 1409, 1410, 1411, 1413, 1417, 1421, 1424, 1437, 1459, 1462, 1463, 1464, 1467, 1468, 1469, 1470, 1479, 1488]",0.39331243208794225,0.04081632653061224,0.8545454545454545,0.0
P01,Book_Street,Book,Street,P01:Book_Street:explicit_constraint,explicit_constraint,0.0,把纸质读物和城市道路相关内容整理成12张关键帧图片。,semantic_extract,{'frame_count': 12},images,researcher-simulated stress-test corpus; not real-user data,20260720,Rule-Canonical-Lexicon,semantic_extract,"[""书"", ""街道""]",[],"{""frame_count"": 12}",images,True,False,False,True,1,True,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4200734261958751,0.0272108843537415,0.34545454545454546,0.0
P01,Book_Street,Book,Street,P01:Book_Street:explicit_constraint,explicit_constraint,0.0,把纸质读物和城市道路相关内容整理成12张关键帧图片。,semantic_extract,{'frame_count': 12},images,researcher-simulated stress-test corpus; not real-user data,20260720,No-Intent-Visual,semantic_extract,"[""书"", ""街道""]",[],"{""frame_count"": 12}",images,True,False,False,True,1,True,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4200734261958751,0.0272108843537415,0.34545454545454546,0.0
P01,Book_Sun,Book,Sun,P01:Book_Sun:terse_fragment,terse_fragment,,找纸质读物和日轮,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,Oracle-Intent,semantic_extract,"[""书"", ""太阳""]","[""Book"", ""Sun""]",{},description,True,True,True,,0,,intent_selector,"[474, 480, 550, 552, 568, 577, 631, 632, 633, 825, 826, 828, 830, 864, 879, 882, 884, 885, 915, 916, 917, 919, 920, 924, 1058, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1067, 1146, 1261, 1383, 1384, 1391, 1392, 1396, 1399, 1411, 1413, 1467, 1479, 1519, 1524, 1713, 1900, 1922, 1961, 1972, 2499, 2612]",0.4395032291258707,0.050314465408805034,0.45454545454545453,0.0
P01,Book_Sun,Book,Sun,P01:Book_Sun:terse_fragment,terse_fragment,,找纸质读物和日轮,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,LLM-Ontology,semantic_extract,"[""书"", ""太阳""]","[""Book"", ""Sun""]",{},description,True,True,True,,0,,intent_selector,"[474, 480, 550, 552, 568, 577, 631, 632, 633, 825, 826, 828, 830, 864, 879, 882, 884, 885, 915, 916, 917, 919, 920, 924, 1058, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1067, 1146, 1261, 1383, 1384, 1391, 1392, 1396, 1399, 1411, 1413, 1467, 1479, 1519, 1524, 1713, 1900, 1922, 1961, 1972, 2499, 2612]",0.4395032291258707,0.050314465408805034,0.45454545454545453,0.0
P01,Book_Sun,Book,Sun,P01:Book_Sun:terse_fragment,terse_fragment,,找纸质读物和日轮,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,Rule-Canonical-Lexicon,semantic_extract,"[""书"", ""太阳""]",[],{},description,True,False,False,,0,,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4339844990788387,0.012578616352201259,0.2727272727272727,0.0
P01,Book_Sun,Book,Sun,P01:Book_Sun:terse_fragment,terse_fragment,,找纸质读物和日轮,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,No-Intent-Visual,semantic_extract,"[""书"", ""太阳""]",[],{},description,True,False,False,,0,,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4339844990788387,0.012578616352201259,0.2727272727272727,0.0
P01,Book_Sun,Book,Sun,P01:Book_Sun:spoken_filler,spoken_filler,,嗯，帮我看看纸质读物的内容吧，另外日轮也要，重复画面少一点。,semantic_extract,{'diversity': True},,researcher-simulated stress-test corpus; not real-user data,20260720,Oracle-Intent,quick_browse,[],"[""Book"", ""Sun""]","{""brief"": true, ""diversity"": true}",description,False,True,True,True,1,,intent_selector,"[474, 480, 550, 552, 568, 577, 631, 632, 633, 825, 826, 828, 830, 864, 879, 882, 884, 885, 915, 916, 917, 919, 920, 924, 1058, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1067, 1146, 1261, 1383, 1384, 1391, 1392, 1396, 1399, 1411, 1413, 1467, 1479, 1519, 1524, 1713, 1900, 1922, 1961, 1972, 2499, 2612]",0.4395032291258707,0.050314465408805034,0.45454545454545453,0.0
P01,Book_Sun,Book,Sun,P01:Book_Sun:spoken_filler,spoken_filler,,嗯，帮我看看纸质读物的内容吧，另外日轮也要，重复画面少一点。,semantic_extract,{'diversity': True},,researcher-simulated stress-test corpus; not real-user data,20260720,LLM-Ontology,quick_browse,[],[],"{""brief"": true, ""diversity"": true}",description,False,False,False,True,1,,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4339844990788387,0.012578616352201259,0.2727272727272727,0.0
P01,Book_Sun,Book,Sun,P01:Book_Sun:spoken_filler,spoken_filler,,嗯，帮我看看纸质读物的内容吧，另外日轮也要，重复画面少一点。,semantic_extract,{'diversity': True},,researcher-simulated stress-test corpus; not real-user data,20260720,Rule-Canonical-Lexicon,quick_browse,[],[],"{""brief"": true, ""diversity"": true}",description,False,False,False,True,1,,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4339844990788387,0.012578616352201259,0.2727272727272727,0.0
P01,Book_Sun,Book,Sun,P01:Book_Sun:spoken_filler,spoken_filler,,嗯，帮我看看纸质读物的内容吧，另外日轮也要，重复画面少一点。,semantic_extract,{'diversity': True},,researcher-simulated stress-test corpus; not real-user data,20260720,No-Intent-Visual,quick_browse,[],[],"{""brief"": true, ""diversity"": true}",description,False,False,False,True,1,,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4339844990788387,0.012578616352201259,0.2727272727272727,0.0
P01,Book_Sun,Book,Sun,P01:Book_Sun:indirect_exclusion,indirect_exclusion,,我不需要完整概览，只想确认视频里哪些片段同时能看到装订成册并供人阅读的纸张集合以及白天在天空中提供光和热的天体。,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,Oracle-Intent,semantic_extract,"[""书"", ""太阳""]","[""Book"", ""Sun""]",{},video,True,True,True,,0,,intent_selector,"[474, 480, 550, 552, 568, 577, 631, 632, 633, 825, 826, 828, 830, 864, 879, 882, 884, 885, 915, 916, 917, 919, 920, 924, 1058, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1067, 1146, 1261, 1383, 1384, 1391, 1392, 1396, 1399, 1411, 1413, 1467, 1479, 1519, 1524, 1713, 1900, 1922, 1961, 1972, 2499, 2612]",0.4395032291258707,0.050314465408805034,0.45454545454545453,0.0
